"Title","Link","Metascore","ReleaseDate","Description","Developer","Publisher","Platforms","Genre"
"Monster Hunter: World","https://www.metacritic.com/game/monster-hunter-world/","90",2018-01-26,"In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]","Capcom","Capcom","PlayStation 4, Xbox One, PC","Action RPG"
"Dota 2","https://www.metacritic.com/game/dota-2/","90",2013-07-09,"Dota 2 features the characters and factions from the original Defense of the Ancients title with new features.","Valve Software","Valve Software","PC","MOBA"
"TimeSplitters 2","https://www.metacritic.com/game/timesplitters-2/","90",2002-10-08,"The evil race of TimeSplitters are traveling back into human history authoring events that are leading to the enslavement of mankind. In Control of a motley crew of renegade characters you must hunt down the TimeSplitters across time in historical eras like the gangster- Ridden 1920's, the lush jungles of Aztec temples, soviet military installations of the cold war and Futuristic robot factories in space. To end the evil plot of the TimeSplitters, seek and recover the crystals required to seal the rift in time. The Fate of humanity is in your hands. [Eidos Interactive]","Free Radical Design","Eidos Interactive","PlayStation 2, GameCube, Xbox, PlayStation 5, PlayStation 4","FPS"
"Guild Wars 2","https://www.metacritic.com/game/guild-wars-2/","90",2012-08-28,"Guild Wars 2 draws from the game mechanics that made the original Guild Wars one of the most popular online games and adds a fully persistent world. Like its predecessors, Guild Wars 2 does not have a subscription fee. Guild Wars Eye of the North provide a Hall of Monuments where players' accomplishments are memorialized and eventually inherited by their Guild Wars 2 characters, unlocking exclusive items and bonuses in Guild Wars 2. [NCsoft]","ArenaNet","NCSOFT","PC","MMORPG"
"Forza Motorsport 2","https://www.metacritic.com/game/forza-motorsport-2/","90",2007-05-29,"From the all-new world famous Nürburgring Nordschleife and Sebring tracks to the spectator-lined streets of New York City in the New York Circuit, race on meticulously designed tracks with an incredible sense of speed and realism. Forza Motorsport 2 features over 60 tracks carved out of 18 environments, including 13 real-world licensed circuits such as Road America, Silverstone, Tsukuba, and Laguna Seca. Four new real-world licensed circuits further expand the world of Forza Motorsport 2. Collect, upgrade, and tune hundreds of cars. From sport compacts to purpose-built race cars, collect more than 300 cars from over 50 of the world’s leading manufacturers including Ferrari, Porsche, Nissan, VW, GM, and Lamborghini. Take your car to the garage and install alternative engines, suspension kits, bolt-on superchargers, brakes, rims, racing slicks, and more. Dial in advanced suspension settings, tire pressure, and gear ratios. Forza Motorsport 2 allows you to own the cars that will own the competition. Create and share your masterpiece with the world. Express your inner artist in the paint and upgrade shops with near endless visual personalization. Customize the shape of your car by combining different licensed rims, performance parts, and aftermarket body kits. Create your own unique paint scheme using millions of paint and decal options. Take in-game pictures of your creation in the Forza Motorsport 2 photo mode. Take your personalized car onto Xbox Live for some intense online wheel-to-wheel racing. Earn in-game credits and even complete single player career objectives while racing over Xbox Live. Watch the best racers from around the world complete on Forza Motorsport 2 TV. [Microsoft]","Turn 10","Microsoft Game Studios","Xbox 360","Auto Racing Sim"
"Pushmo","https://www.metacritic.com/game/pushmo/","90",2011-12-08,"(Also known at ""Pullblox"" in the UK/EU)  Pushmo is a puzzle-action game in which you pull and push blocks to create a place to stand so you can jump up and down on your way to a goal. At first glance, some places may look out of reach, but if you use your head, you just may see a way to the goal...","Intelligent Systems","Nintendo","3DS","Action Puzzle"
"Freedom Force","https://www.metacritic.com/game/freedom-force/","90",2002-03-24,"From a distant corner of the galaxy, an evil alien race sets in motion a sinister plan to conquer the Earth. They unleash a powerful catalyst - Energy X - that imbues the planet's worst miscreants with super-powers to bring the planet to its knees. Now Earth's only hope lies with a new breed of heroes... The Freedom Force! Command a squad of comic book heroes in the defense of Patriot City. Choose from over a dozen heroes or create your own comic champions. Fight for freedom in over 20 action-packed missions. Restore order in a completely interactive 3D world. Take your heroes online and join the fight in multiplayer mode. [Electronic Arts]","Irrational Games","Crave","PC","Action RPG"
"FIFA Soccer 13","https://www.metacritic.com/game/fifa-soccer-13/","90",2012-09-25,"The way players control the ball has been transformed, eliminating near-perfect touch for every player on the pitch, and creating more opportunities for defenders to win back possession. Poor passes are harder to control, enabling defenders to capitalize on errant balls and poor touches. Factors such as defensive pressure, trajectory of the ball, and velocity of the pass all factor into a player’s success.","Electronic Arts","EA Sports","PC, 3DS, Wii, Xbox 360, PlayStation 3, PlayStation Vita, PSP, PlayStation 2, Wii U, iOS (iPhone/iPad)","Soccer Sim"
"Into the Breach","https://www.metacritic.com/game/into-the-breach/","90",2018-02-27,"Control powerful mechs from the future to defeat an alien threat. Each attempt to save the world presents a new randomly generated challenge in this turn-based strategy game.","Subset Games","Subset Games","PC, Nintendo Switch, iOS (iPhone/iPad)","Turn-Based Tactics"
"Chicory: A Colorful Tale","https://www.metacritic.com/game/chicory-a-colorful-tale/","90",2021-06-10,"Something terrible happened. Chicory, superstar artist and wielder of the Brush, is missing, and all the color in the land vanished with her. It's up to you, Chicory's number one fan, to pick up the Brush and fill in for her. It's a big job but you're ready for it! Probably! Chicory: A Colorful Tale is a top-down adventure game in a coloring book world where you can draw on anything. Use your painting powers to explore new places, solve puzzles, help your friends, and change the world!","Greg Lobanov","Finji","PC, PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One","Adventure"
"Sekiro: Shadows Die Twice","https://www.metacritic.com/game/sekiro-shadows-die-twice/","90",2019-03-22,"Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]","From Software","Activision","Xbox One, PlayStation 4, PC","Action Adventure"
"Tekken 8","https://www.metacritic.com/game/tekken-8/","90",2024-01-26,"TEKKEN 8 continues the tragic saga of the Mishima bloodline and its world-shaking father-and-son grudge matches. This latest saga begins with Jin Kazama facing off against Kazuya Mishima in a city-shattering face-to-face showdown. After defeating his father, Heihachi Mishima, Kazuya continues his conquest for global domination, using the forces of G Corporation to wage war on the world. Jin is forced to face his fate head on as he is reunited with his long lost mother, and seeks to stop his father Kazuya's reign of terror. Absent for over 25 years, Jun Kazama re-joins TEKKEN 8 as a playable character. [Bandai Namco]","Bandai Namco Games","Bandai Namco Games","PlayStation 5, PC, Xbox Series X","3D Fighting"
